####en; 20-07-08 12:34:51; 4;3
####en; 20-07-08 12:34:55; 15;-9
####en; 20-07-08 12:35:00; 22;-19
####en; 20-07-08 12:35:05; 30;-16
####en; 20-07-08 12:35:10; 41;-13
####en; 20-07-08 12:35:15; 51;-14
####en; 20-07-08 12:35:20; 59;-13
####en; 20-07-08 12:35:25; 69;-15
####en; 20-07-08 12:35:30; 77;-13
####en; 20-07-08 12:35:35; 84;-8
####en; 20-07-08 12:35:40; 94;-8
####en; 20-07-08 12:35:45; 101;-12
####en; 20-07-08 12:35:50; 104;-17
####en; 20-07-08 12:35:55; 103;-11
####en; 20-07-08 12:36:00; 100;-7
####en; 20-07-08 12:36:05; 92;-8
####en; 20-07-08 12:36:10; 88;-13
####en; 20-07-08 12:36:15; 85;-25
####en; 20-07-08 12:36:20; 79;-26
####en; 20-07-08 12:36:25; 76;-33
####en; 20-07-08 12:36:30; 74;-31
####en; 20-07-08 12:36:35; 69;-36
####en; 20-07-08 12:36:40; 65;-27
####en; 20-07-08 12:36:45; 65;-24
####en; 20-07-08 12:36:50; 66;-24
####en; 20-07-08 12:36:55; 64;-23
####en; 20-07-08 12:37:00; 65;-27
####en; 20-07-08 12:37:05; 68;-26
####en; 20-07-08 12:37:10; 69;-28
####en; 20-07-08 12:37:15; 68;-13
####en; 20-07-08 12:37:20; 71;-17
####en; 20-07-08 12:37:25; 74;-20
####en; 20-07-08 12:37:30; 71;-15
####en; 20-07-08 12:37:35; 76;-12
####en; 20-07-08 12:37:40; 75;-19
####en; 20-07-08 12:37:45; 73;-25
####en; 20-07-08 12:37:50; 74;-21
####en; 20-07-08 12:37:55; 77;-21
####en; 20-07-08 12:38:00; 80;-12
####en; 20-07-08 12:38:05; 80;-15
####en; 20-07-08 12:38:10; 77;-12
####en; 20-07-08 12:38:15; 73;-17
####en; 20-07-08 12:38:20; 73;-10
####en; 20-07-08 12:38:25; 69;7
####en; 20-07-08 12:38:30; 70;5
####en; 20-07-08 12:38:35; 71;-4
####en; 20-07-08 12:38:40; 74;-8
####en; 20-07-08 12:38:45; 77;-12
####en; 20-07-08 12:38:50; 80;-15
####en; 20-07-08 12:38:55; 82;-20
####en; 20-07-08 12:39:00; 79;-22
####en; 20-07-08 12:39:05; 78;-17
####en; 20-07-08 12:39:10; 84;-16
####en; 20-07-08 12:39:15; 88;-15
####en; 20-07-08 12:39:20; 89;-20
####en; 20-07-08 12:39:25; 90;-26
####en; 20-07-08 12:39:30; 92;-24
####en; 20-07-08 12:39:35; 88;-22
####en; 20-07-08 12:39:40; 81;-14
####en; 20-07-08 12:39:45; 79;1
####en; 20-07-08 12:39:50; 75;4
####en; 20-07-08 12:39:55; 75;0
####en; 20-07-08 12:40:00; 75;-4
####en; 20-07-08 12:40:05; 70;-8
####en; 20-07-08 12:40:10; 70;-12
####en; 20-07-08 12:40:15; 75;-8
####en; 20-07-08 12:40:20; 73;-7
####en; 20-07-08 12:40:25; 74;-7
####en; 20-07-08 12:40:30; 70;-4
####en; 20-07-08 12:40:35; 71;0
####en; 20-07-08 12:40:40; 81;4
####en; 20-07-08 12:40:45; 82;-4
####en; 20-07-08 12:40:50; 83;-6
####en; 20-07-08 12:40:55; 82;1
####en; 20-07-08 12:41:00; 87;8
####en; 20-07-08 12:41:05; 92;10
####en; 20-07-08 12:41:10; 94;-2
####en; 20-07-08 12:41:15; 84;-8
####en; 20-07-08 12:41:20; 85;-4
####en; 20-07-08 12:41:25; 85;-4
####en; 20-07-08 12:41:30; 86;-4
####en; 20-07-08 12:41:35; 83;-1
####en; 20-07-08 12:41:40; 78;6
####en; 20-07-08 12:41:45; 74;7
####en; 20-07-08 12:41:50; 73;2
####en; 20-07-08 12:41:55; 77;1
####en; 20-07-08 12:42:00; 75;8
####en; 20-07-08 12:42:05; 76;4
####en; 20-07-08 12:42:10; 70;22
####en; 20-07-08 12:42:15; 75;24
####en; 20-07-08 12:42:20; 78;15
####en; 20-07-08 12:42:25; 73;16
####en; 20-07-08 12:42:30; 75;13
####en; 20-07-08 12:42:35; 82;9
####en; 20-07-08 12:42:40; 82;2
####en; 20-07-08 12:42:45; 81;6
####en; 20-07-08 12:42:50; 79;10
####en; 20-07-08 12:42:55; 77;4
####en; 20-07-08 12:43:00; 77;-1
####en; 20-07-08 12:43:05; 75;-2
####en; 20-07-08 12:43:10; 76;-9
####en; 20-07-08 12:43:15; 71;-11
####en; 20-07-08 12:43:20; 67;-6
####en; 20-07-08 12:43:25; 72;-10
####en; 20-07-08 12:43:30; 66;-9
####en; 20-07-08 12:43:35; 67;0
####en; 20-07-08 12:43:40; 68;-1
####en; 20-07-08 12:43:45; 72;-3
####en; 20-07-08 12:43:50; 77;-7
####en; 20-07-08 12:43:55; 73;-4
####en; 20-07-08 12:44:00; 74;-15
####en; 20-07-08 12:44:05; 73;-16
####en; 20-07-08 12:44:10; 75;-12
####en; 20-07-08 12:44:15; 79;-10
####en; 20-07-08 12:44:20; 81;-7
####en; 20-07-08 12:44:25; 75;-7
####en; 20-07-08 12:44:30; 76;-7
####en; 20-07-08 12:44:35; 76;-12
####en; 20-07-08 12:44:40; 79;-15
####en; 20-07-08 12:44:45; 80;-7
####en; 20-07-08 12:44:50; 81;-4
####en; 20-07-08 12:44:55; 79;-8
####en; 20-07-08 12:45:00; 77;-5
####en; 20-07-08 12:45:05; 78;-6
####en; 20-07-08 12:45:10; 79;-4
####en; 20-07-08 12:45:15; 82;-3
####en; 20-07-08 12:45:20; 80;-6
####en; 20-07-08 12:45:25; 83;-12
####en; 20-07-08 12:45:30; 83;-19
####en; 20-07-08 12:45:35; 81;-15
####en; 20-07-08 12:45:40; 84;-10
####en; 20-07-08 12:45:45; 79;-12
####en; 20-07-08 12:45:50; 79;-12
####en; 20-07-08 12:45:55; 76;-11
####en; 20-07-08 12:46:00; 77;-12
####en; 20-07-08 12:46:05; 74;-7
####en; 20-07-08 12:46:10; 77;-11
####en; 20-07-08 12:46:15; 73;-15
####en; 20-07-08 12:46:20; 76;-24
####en; 20-07-08 12:46:25; 73;-17
####en; 20-07-08 12:46:30; 74;-10
####en; 20-07-08 12:46:35; 73;-23
####en; 20-07-08 12:46:40; 72;-21
####en; 20-07-08 12:46:45; 75;-15
####en; 20-07-08 12:46:50; 75;-24
####en; 20-07-08 12:46:55; 77;-26
####en; 20-07-08 12:47:00; 79;-28
####en; 20-07-08 12:47:05; 78;-30
####en; 20-07-08 12:47:10; 71;-23
####en; 20-07-08 12:47:15; 75;-31
####en; 20-07-08 12:47:20; 74;-24
####en; 20-07-08 12:47:25; 77;-22
####en; 20-07-08 12:47:30; 74;-22
####en; 20-07-08 12:47:35; 75;-9
####en; 20-07-08 12:47:40; 77;-15
####en; 20-07-08 12:47:45; 75;-22
####en; 20-07-08 12:47:50; 76;-18
####en; 20-07-08 12:47:55; 73;-21
####en; 20-07-08 12:48:00; 83;-17
####en; 20-07-08 12:48:05; 81;-12
####en; 20-07-08 12:48:10; 80;-12
####en; 20-07-08 12:48:15; 81;-12
####en; 20-07-08 12:48:20; 86;-12
####en; 20-07-08 12:48:25; 89;-13
####en; 20-07-08 12:48:30; 94;-23
####en; 20-07-08 12:48:35; 96;-21
####en; 20-07-08 12:48:40; 99;-18
####en; 20-07-08 12:48:45; 98;-9
####en; 20-07-08 12:48:50; 99;-1
####en; 20-07-08 12:48:55; 101;5
####en; 20-07-08 12:49:00; 94;4
####en; 20-07-08 12:49:05; 94;4
####en; 20-07-08 12:49:10; 94;5
####en; 20-07-08 12:49:15; 94;8
####en; 20-07-08 12:49:20; 84;9
####en; 20-07-08 12:49:25; 81;10
####en; 20-07-08 12:49:30; 76;19
####en; 20-07-08 12:49:35; 73;16
####en; 20-07-08 12:49:40; 66;15
####en; 20-07-08 12:49:45; 65;20
####en; 20-07-08 12:49:50; 61;10
####en; 20-07-08 12:49:55; 66;3
####en; 20-07-08 12:50:00; 65;2
####en; 20-07-08 12:50:05; 68;-4
####en; 20-07-08 12:50:10; 69;-3
####en; 20-07-08 12:50:15; 68;-3
####en; 20-07-08 12:50:20; 71;-3
####en; 20-07-08 12:50:25; 72;-11
####en; 20-07-08 12:50:30; 74;-18
####en; 20-07-08 12:50:35; 74;-18
####en; 20-07-08 12:50:40; 74;-21
####en; 20-07-08 12:50:45; 72;-27
####en; 20-07-08 12:50:50; 70;-23
####en; 20-07-08 12:50:55; 67;-14
####en; 20-07-08 12:51:00; 73;-7
####en; 20-07-08 12:51:05; 72;-12
####en; 20-07-08 12:51:10; 78;-17
####en; 20-07-08 12:51:15; 77;-20
####en; 20-07-08 12:51:20; 76;-16
####en; 20-07-08 12:51:25; 73;-13
####en; 20-07-08 12:51:30; 71;-10
####en; 20-07-08 12:51:35; 72;-9
####en; 20-07-08 12:51:40; 77;-5
####en; 20-07-08 12:51:45; 76;-3
####en; 20-07-08 12:51:50; 76;-2
####en; 20-07-08 12:51:55; 73;-8
####en; 20-07-08 12:52:00; 71;-10
####en; 20-07-08 12:52:05; 68;-4
####en; 20-07-08 12:52:10; 69;-3
####en; 20-07-08 12:52:15; 70;-6
####en; 20-07-08 12:52:20; 70;-3
####en; 20-07-08 12:52:25; 74;-1
####en; 20-07-08 12:52:30; 76;9
####en; 20-07-08 12:52:35; 74;10
####en; 20-07-08 12:52:40; 68;3
####en; 20-07-08 12:52:45; 72;-3
####en; 20-07-08 12:52:50; 74;-6
####en; 20-07-08 12:52:55; 82;-5
####en; 20-07-08 12:53:00; 81;-8
####en; 20-07-08 12:53:05; 85;-12
####en; 20-07-08 12:53:10; 83;-10
####en; 20-07-08 12:53:15; 87;-7
####en; 20-07-08 12:53:20; 89;-13
####en; 20-07-08 12:53:25; 83;-17
####en; 20-07-08 12:53:30; 81;-21
####en; 20-07-08 12:53:35; 78;-23
